Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379721_counts.txt" "data/mapped/SRR10379721.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379721_counts.txt" "data/mapped/SRR10379721.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379722_counts.txt" "data/mapped/SRR10379722.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379723_counts.txt" "data/mapped/SRR10379723.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379724_counts.txt" "data/mapped/SRR10379724.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379725_counts.txt" "data/mapped/SRR10379725.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379726_counts.txt" "data/mapped/SRR10379726.bam" 
Geneid	data/mapped/SRR10379721.bam	data/mapped/SRR10379722.bam	data/mapped/SRR10379723.bam	data/mapped/SRR10379724.bam	data/mapped/SRR10379725.bam	data/mapped/SRR10379726.bam
SAOUHSC_01402	20	19	17	43	46	18
SAOUHSC_01403	14666	12735	8525	40470	35380	9507
SAOUHSC_01405	1691	936	703	3261	3980	396
SAOUHSC_01406	1851	1460	847	2532	3743	362
SAOUHSC_01407	5572	4094	2836	7779	8129	578
SAOUHSC_01408	12322	9406	6072	14389	16271	1241
SAOUHSC_01411	6767	4114	5304	2021	2060	173
SAOUHSC_01412	4569	3743	2783	4870	5635	1283
SAOUHSC_01413	2016	1783	1255	2555	3632	295
SAOUHSC_01414	6010	3636	3949	3870	2105	233
SAOUHSC_01415	14539	10079	8666	9753	8221	2171
SAOUHSC_01416	42404	40951	28162	18089	23118	4102
SAOUHSC_01418	63143	63306	40330	41787	46979	7103
SAOUHSC_01419	11730	9466	8539	13809	16350	2020
SAOUHSC_01420	5610	4909	3645	11696	12873	1672
SAOUHSC_01421	22	12	23	68	96	3
SAOUHSC_01422	27	29	14	64	102	12
SAOUHSC_01423	2630	2345	2037	4566	5172	752
SAOUHSC_01424	2691	2765	2156	5470	8921	943
SAOUHSC_01425	833	879	645	1862	2419	866
SAOUHSC_01427	3556	2472	2467	6510	8297	906
SAOUHSC_01429	5180	5072	2595	11144	8729	4402
SAOUHSC_01430	8677	7937	4226	18759	17694	5256
SAOUHSC_01431	4421	3543	2448	9888	11611	1370
SAOUHSC_01432	8092	7853	4004	20264	28653	8939
SAOUHSC_01433	2177	2038	1289	8810	10773	1739
SAOUHSC_01434	1721	1546	958	5871	9579	620
SAOUHSC_01435	1754	1643	1081	4756	5357	1063
SAOUHSC_01436	2797	1991	2093	2026	2159	495
SAOUHSC_01437	6531	5094	4753	6567	7206	1178
SAOUHSC_01438	1282	842	864	1680	1972	201
SAOUHSC_01439	780	563	649	1224	1764	57
SAOUHSC_01440	4527	3295	4743	1047	1228	48
SAOUHSC_01441	21	7	14	25	16	26
SAOUHSC_01443	91	54	38	112	178	27
SAOUHSC_01447	80460	58049	65927	11713	12279	2276
SAOUHSC_01448	1090	718	788	1473	1162	231
SAOUHSC_01450	1195	642	848	1662	2020	345
SAOUHSC_01451	729	384	432	1261	1411	421
SAOUHSC_01452	393	223	237	637	563	262
SAOUHSC_01454	2191	1763	1459	4621	5969	1069
SAOUHSC_01455	6118	4903	4217	12939	16107	946
SAOUHSC_01456	1328	1269	951	609	710	119
SAOUHSC_01459	812	673	629	735	834	82
SAOUHSC_01460	1797	1893	1368	1723	1269	187
SAOUHSC_01462	11907	11806	8833	15353	19562	1505
SAOUHSC_01463	10022	10968	6878	14894	17883	1874
SAOUHSC_01464	4475	4121	2678	5550	6638	283
SAOUHSC_01466	33000	31975	28114	16377	11003	1824
SAOUHSC_01467	210382	201464	182938	111412	79891	19652
SAOUHSC_01468	2740	2132	1972	1923	1877	114
SAOUHSC_01469	5493	4642	3407	3474	2802	293
SAOUHSC_01470	4058	3475	2554	3221	3307	255
SAOUHSC_01471	8451	6548	5781	13715	12387	2988
SAOUHSC_01472	6867	4232	4217	5948	5901	735
SAOUHSC_01473	1502	1131	887	2223	2644	225
SAOUHSC_01474	2207	1451	1284	2560	2363	351
SAOUHSC_01475	2711	1802	1470	2989	2536	478
SAOUHSC_01476	668	476	324	870	1006	86
SAOUHSC_01477	47014	45534	22404	98886	83219	19526
SAOUHSC_01478	928	859	728	2038	2533	186
SAOUHSC_01479	1754	1471	1300	2565	3069	318
SAOUHSC_01480	5500	4811	4035	7268	8166	842
SAOUHSC_01481	2900	2498	1923	5610	7329	989
SAOUHSC_01482	857	785	657	2640	3153	427
SAOUHSC_01483	906	827	594	3877	4618	809
SAOUHSC_01484	14	7	18	17	24	3
SAOUHSC_01485	3286	2863	2064	6553	5857	695
SAOUHSC_01486	2479	2338	1497	4225	4618	498
SAOUHSC_01487	1755	1573	1002	3416	4106	927
SAOUHSC_01488	638	599	416	2105	2545	377
SAOUHSC_01489	41	18	17	9	7	0
SAOUHSC_01490	29154	23949	15176	121926	110698	62695
SAOUHSC_01491	8026	5906	6213	13897	17187	3477
SAOUHSC_01492	7227	5673	4844	14960	17647	3351
SAOUHSC_01493	25835	21282	12614	45615	40477	9287
SAOUHSC_A01436	9	1	3	3	2	0
SAOUHSC_01494	0	1	1	0	0	0
SAOUHSC_01495	164	113	117	225	107	41
SAOUHSC_01496	2412	1916	1672	3626	4640	955
SAOUHSC_01497	1502	1005	1162	1107	1139	207
SAOUHSC_01499	3423	3474	2315	3420	2294	450
SAOUHSC_01500	9	8	13	27	53	6
SAOUHSC_01501	18302	17198	10384	49026	58934	19739
SAOUHSC_01502	2149	1831	1348	4334	4820	843
SAOUHSC_01503	846	640	639	1512	1504	102
SAOUHSC_01504	22528	17590	18334	6312	4820	1370
SAOUHSC_01505	11275	8520	6694	6544	4120	1152
SAOUHSC_01507	209	98	156	141	160	19
SAOUHSC_01508	2116	1253	1568	907	979	88
SAOUHSC_01510	216	157	191	87	131	7
SAOUHSC_01511	604	431	476	311	372	46
SAOUHSC_01512	831	653	722	495	669	75
SAOUHSC_01513	1095	749	744	416	279	40
SAOUHSC_01514	0	0	0	0	0	0
SAOUHSC_01515	0	0	0	0	0	0
SAOUHSC_01516	0	0	0	0	0	0
SAOUHSC_01517	0	0	0	0	0	0
SAOUHSC_01518	0	0	0	0	0	0
SAOUHSC_01519	0	0	0	0	0	0
SAOUHSC_01520	0	0	0	0	0	0
SAOUHSC_01521	0	0	0	0	0	0
SAOUHSC_01522	0	0	0	0	0	0
SAOUHSC_01523	0	0	0	0	0	0
SAOUHSC_01524	0	0	0	0	0	0
SAOUHSC_01525	0	0	0	0	0	0
SAOUHSC_01526	0	0	0	0	0	0
SAOUHSC_01527	0	0	0	0	0	0
SAOUHSC_01528	0	0	0	0	0	0
SAOUHSC_01529	0	0	0	0	0	0
SAOUHSC_01530	0	0	0	0	0	0
SAOUHSC_01531	0	0	0	0	0	0
SAOUHSC_01532	0	0	0	0	0	0
SAOUHSC_01533	0	0	0	0	0	0
SAOUHSC_01535	0	0	0	0	0	0
SAOUHSC_01536	0	0	0	0	0	0
SAOUHSC_01537	0	0	0	0	0	0
SAOUHSC_01538	0	0	0	0	0	0
SAOUHSC_01539	0	0	0	0	0	0
SAOUHSC_01540	0	0	0	0	0	0
SAOUHSC_01541	0	0	0	0	0	0
SAOUHSC_01542	0	0	0	0	0	0
SAOUHSC_01543	0	0	0	0	0	0
SAOUHSC_01544	0	0	0	0	0	0
SAOUHSC_01545	0	0	0	0	0	0
SAOUHSC_01546	0	0	0	0	0	0
SAOUHSC_01547	0	0	0	0	0	0
SAOUHSC_01548	0	0	0	0	0	0
SAOUHSC_01549	0	0	0	0	0	0
SAOUHSC_01550	0	0	0	0	0	0
SAOUHSC_01551	0	0	0	0	0	0
SAOUHSC_01552	0	0	0	0	0	0
SAOUHSC_01553	0	0	0	0	0	0
SAOUHSC_01555	0	0	0	0	0	0
SAOUHSC_01556	0	0	0	0	0	0
SAOUHSC_01557	0	0	0	0	0	0
SAOUHSC_01558	0	0	0	0	0	0
SAOUHSC_01559	0	0	0	0	0	0
SAOUHSC_01560	0	0	0	0	0	0
SAOUHSC_01561	0	0	0	0	0	0
SAOUHSC_01562	0	0	0	0	0	0
SAOUHSC_01563	0	0	0	0	0	0
SAOUHSC_01565	0	0	0	0	0	0
SAOUHSC_01566	0	0	0	0	0	0
SAOUHSC_01567	0	0	0	0	0	0
SAOUHSC_01568	0	0	0	0	0	0
SAOUHSC_01569	0	0	0	0	0	0
SAOUHSC_01570	0	0	0	0	0	0
SAOUHSC_01571	0	0	0	0	0	0
SAOUHSC_01572	0	0	0	0	0	0
SAOUHSC_01573	0	0	0	0	0	0
SAOUHSC_01574	0	0	0	0	0	0
SAOUHSC_A01514	0	0	0	0	0	0
SAOUHSC_01575	0	0	0	0	0	0
SAOUHSC_01576	0	0	0	0	0	0
SAOUHSC_01577	0	0	0	0	0	0
SAOUHSC_01578	0	0	0	0	0	0
SAOUHSC_01579	0	0	0	0	0	0
SAOUHSC_01580	0	0	0	0	0	0
SAOUHSC_01582	0	0	0	0	0	0
SAOUHSC_01583	4834	3314	4633	2002	2259	340
SAOUHSC_01584	1441	1054	1197	701	929	149
SAOUHSC_01585	9905	7646	8200	9174	12468	1768
SAOUHSC_01586	6642	5483	5079	7405	7574	1423
SAOUHSC_01587	3966	3108	3287	3169	3778	663
SAOUHSC_01588	1440	1060	1096	1078	1238	217
SAOUHSC_01589	2640	1910	2094	2948	2692	265
SAOUHSC_01590	338	199	182	536	969	87
SAOUHSC_01591	7763	7142	6080	2781	3388	272
SAOUHSC_01592	7296	5676	5095	3812	3482	348
SAOUHSC_01593	352	314	261	783	976	88
SAOUHSC_01594	1754	1529	1395	4015	5017	637
SAOUHSC_01595	112	92	73	185	258	85
SAOUHSC_01596	368	242	223	853	879	87
SAOUHSC_01597	3559	2638	2736	4146	4911	670
SAOUHSC_01598	1477	947	945	2780	2707	492
SAOUHSC_01599	22265	17411	12089	37934	40245	3750
SAOUHSC_01600	10374	9136	7257	11774	10398	826
SAOUHSC_01601	6368	4836	4172	1251	1765	532
SAOUHSC_01602	1171	952	727	610	737	99
SAOUHSC_01603	5	3	8	0	2	0
SAOUHSC_01604	2545	2398	1291	6470	7912	1745
SAOUHSC_01605	19272	15867	11732	27867	26344	4818
SAOUHSC_01606	3337	2824	1908	3434	4049	753
SAOUHSC_01607	28	24	21	68	87	19
SAOUHSC_01608	6	6	11	94	59	3
SAOUHSC_01609	2421	1788	1780	2810	3680	406
SAOUHSC_01610	1268	938	755	1617	1963	550
SAOUHSC_01611	23017	14401	16534	9332	9135	1605
SAOUHSC_01612	13671	9060	9521	5801	6035	1307
SAOUHSC_01613	13243	8217	9256	5430	5259	1803
SAOUHSC_01614	12592	8730	9035	4964	5329	1047
SAOUHSC_01615	8377	5083	5277	5129	6647	924
SAOUHSC_01617	1291	709	657	1492	1633	61
SAOUHSC_01618	5465	4400	3975	5262	7383	1624
SAOUHSC_01619	787	665	557	1034	927	73
SAOUHSC_01620	5985	5035	4213	8634	9104	1070
SAOUHSC_01621	3728	3210	2752	5487	6628	474
SAOUHSC_01622	2314	1853	1638	3567	4303	983
SAOUHSC_01623	6811	5963	4912	9567	10711	2874
SAOUHSC_01624	2805	2612	1992	4051	4521	1262
SAOUHSC_01625	9762	8027	6739	17571	14971	2533
SAOUHSC_01626	2526	1907	1505	6151	10128	1446
SAOUHSC_01627	2114	1266	1491	3054	3180	123
SAOUHSC_01628	555	324	393	681	657	51
SAOUHSC_01629	4024	2609	2825	4037	4374	1356
SAOUHSC_01630	2873	1991	1650	4328	4087	544
SAOUHSC_01632	4233	3598	2640	6659	7595	2744
SAOUHSC_01633	2761	2665	1872	4769	5736	839
SAOUHSC_01634	1404	1136	868	2450	3212	359
SAOUHSC_01635	1800	1738	985	3508	3881	261
SAOUHSC_01636	1	2	0	0	3	2
SAOUHSC_01637	54	35	48	51	87	4
SAOUHSC_01638	44	25	23	28	36	0
SAOUHSC_01639	43	33	30	37	27	1
SAOUHSC_01640	42	22	35	27	38	4
SAOUHSC_01641	104	80	102	64	37	3
SAOUHSC_01643	227	141	151	94	80	7
SAOUHSC_01644	3935	3050	2885	6834	7114	913
SAOUHSC_01645	1215	1174	1041	2350	3150	323
SAOUHSC_01646	2990	2595	2259	5714	6015	2771
SAOUHSC_01647	305	312	334	896	1133	159
SAOUHSC_01650	583	505	442	1998	2911	299
SAOUHSC_01651	6275	4130	3864	7309	5073	326
SAOUHSC_01652	6127	5563	3955	10698	10815	1652
SAOUHSC_01653	27338	26666	16553	52527	69231	9866
SAOUHSC_01655	2521	1882	1662	698	901	34
SAOUHSC_01656	5314	3980	3324	1605	1856	91
SAOUHSC_01657	5099	3671	3256	1549	1925	89
SAOUHSC_01658	14593	11827	12691	8351	10921	2166
SAOUHSC_01659	13767	11678	11975	9015	11673	1620
SAOUHSC_01660	9139	8341	6270	6968	7775	1321
SAOUHSC_01661	5150	4226	3737	3563	3998	419
SAOUHSC_01662	36556	27377	22967	22551	17461	3633
SAOUHSC_01663	29995	20731	20054	13429	11862	1511
SAOUHSC_01664	2427	1733	1677	2763	2781	469
SAOUHSC_01665	1240	780	884	1551	1439	104
SAOUHSC_01666	30339	26266	18883	74378	69618	12900
SAOUHSC_01667	5082	3646	3958	3050	2986	468
SAOUHSC_01668	6241	4480	4594	3606	3604	311
SAOUHSC_01670	2316	1441	1549	1369	1314	107
SAOUHSC_01671	1154	643	892	856	802	51
SAOUHSC_01672	2788	1952	1828	2041	2303	219
SAOUHSC_01673	4391	3164	3078	4641	5940	636
SAOUHSC_01675	32811	24891	19563	28790	34924	11908
SAOUHSC_01676	32155	23617	18735	29624	28098	8628
SAOUHSC_01677	16803	12589	10935	17590	15657	3180
SAOUHSC_01678	32705	26373	19449	39593	18591	3085
SAOUHSC_01679	10788	12204	7781	11353	13853	2112
SAOUHSC_01680	3172	3638	2406	2581	3110	319
SAOUHSC_01681	37783	42402	29510	10518	5565	1127
SAOUHSC_01682	30338	40894	26578	9185	5166	1395
SAOUHSC_01683	608180	674658	450551	111095	25752	5851
SAOUHSC_01684	164756	192178	128885	30175	5868	195
SAOUHSC_01685	121502	126388	105189	26489	4262	211
SAOUHSC_01686	1664	1467	1335	908	1128	210
SAOUHSC_01687	462	454	358	381	550	481
SAOUHSC_01688	13495	9786	10945	12095	12156	2469
SAOUHSC_01689	8643	7820	6255	10614	11601	442
SAOUHSC_01690	4681	3075	4314	1395	1426	90
SAOUHSC_01691	1075	784	846	1220	1428	145
SAOUHSC_01692	1711	1532	988	3518	3977	416
SAOUHSC_01693	683	591	482	762	959	112
SAOUHSC_01694	4887	3805	3456	6139	5978	585
SAOUHSC_01695	3296	2874	2408	3888	5397	894
SAOUHSC_01696	2805	2767	2174	4866	6256	1565
SAOUHSC_01697	2620	2136	2022	2641	3661	632
SAOUHSC_01698	614	514	470	703	685	48
SAOUHSC_01699	1855	1436	1354	2040	2236	280
SAOUHSC_01700	3858	3113	2695	3887	4026	526
SAOUHSC_01701	1795	1545	1442	1922	2291	213
SAOUHSC_01702	1635	1374	1136	2026	2108	139
SAOUHSC_01704	25	14	25	59	94	6
SAOUHSC_01705	373	259	229	181	309	29
SAOUHSC_01706	1994	1405	1269	1594	2323	115
SAOUHSC_01707	1482	1216	898	1432	1998	126
SAOUHSC_01708	838	735	592	847	1425	204
SAOUHSC_01709	1386	1485	913	1738	3594	503
SAOUHSC_01710	250	251	175	440	915	53
SAOUHSC_01711	572	573	343	1332	2151	273
SAOUHSC_01712	331	416	182	1196	1811	316
SAOUHSC_01714	9389	7314	6743	9330	9392	891
SAOUHSC_01715	7073	6287	5247	6531	8155	1358
SAOUHSC_01716	8567	7465	6258	7042	6572	1715
SAOUHSC_01717	3922	3662	2793	2916	3268	428
SAOUHSC_01718	1086	793	871	954	982	34
SAOUHSC_01719	6200	4605	4782	9635	12756	4058
SAOUHSC_01720	5767	5284	4810	10844	20442	3918
SAOUHSC_01721	4140	3167	3025	9022	13659	1485
SAOUHSC_01722	7300	5553	6626	12967	16094	4568
SAOUHSC_01723	5183	3987	4038	2787	3224	469
SAOUHSC_01724	449	383	337	524	672	51
SAOUHSC_01727	9642	8213	7127	9781	13295	1673
SAOUHSC_01728	1328	763	634	1168	1097	192
SAOUHSC_01729	12365	9722	10122	48595	86403	6283
SAOUHSC_01730	8412	6721	5213	24973	49604	3135
SAOUHSC_01734	6573	5696	4588	8666	8964	1267
SAOUHSC_01735	3699	3390	2190	5806	4757	433
SAOUHSC_01736	166	104	115	184	135	58
SAOUHSC_01737	3447	2973	2601	5883	8282	1998
SAOUHSC_01738	1033	895	819	1612	2129	300
SAOUHSC_01739	3675	2860	2535	7287	11153	870
SAOUHSC_01741	1839	1676	1241	4262	5155	883
SAOUHSC_01742	8817	7115	6093	20717	27754	4511
SAOUHSC_01743	5055	3033	3939	3260	3117	524
SAOUHSC_01744	8673	5297	6873	4454	4663	421
SAOUHSC_01746	12351	9568	9306	16190	17512	1922
SAOUHSC_01747	4152	3555	2695	5964	5229	473
SAOUHSC_01748	7761	7493	5979	6323	8880	1437
SAOUHSC_01749	6283	6239	5220	3898	6015	1045
SAOUHSC_01750	7170	7140	5802	5380	8083	2425
SAOUHSC_01751	4070	3782	3194	3565	4933	406
SAOUHSC_01752	2427	2465	1741	3016	2141	312
SAOUHSC_01753	11476	11460	8895	11200	16277	3349
SAOUHSC_01755	57252	54807	47569	28729	31800	12360
SAOUHSC_01756	32254	28907	28690	15294	19254	3113
SAOUHSC_01757	76663	75430	72533	40484	81500	11879
SAOUHSC_01758	4312	3335	3987	1699	1221	107
SAOUHSC_01759	13103	11281	11991	4821	5334	334
SAOUHSC_01760	30817	21037	28350	2832	3115	218
SAOUHSC_01761	48832	32655	48143	5334	6383	235
SAOUHSC_01761a	1306	966	766	232	416	58
SAOUHSC_01762	2416	1690	1763	1634	1348	87
SAOUHSC_01763	1746	1042	1486	108	123	42
SAOUHSC_01764	156	114	136	60	41	6
SAOUHSC_01765	302	139	373	48	29	1
SAOUHSC_01766	13424	12576	9649	41914	50441	7391
SAOUHSC_01767	16608	17110	12435	53745	65624	11232
SAOUHSC_01768	2666	1932	2113	3575	4385	685
SAOUHSC_01769	5820	3776	4238	10440	7261	1269
SAOUHSC_01770	500	276	290	749	546	20
SAOUHSC_01771	11773	9260	8933	8946	9979	2029
SAOUHSC_01772	4310	3681	3193	3391	3445	600
SAOUHSC_01773	2195	1823	1648	1300	1173	97
SAOUHSC_01774	8086	6512	5997	5609	6201	962
SAOUHSC_01775	3936	2961	3185	4430	5273	1312
SAOUHSC_01776	27787	25710	20743	55559	66068	8526
SAOUHSC_01777	965	910	769	1441	1990	288
SAOUHSC_01778	37900	29934	26102	24201	22756	5701
SAOUHSC_01779	65409	43931	50848	27844	25081	4420
SAOUHSC_01780	31	29	78	49	204	30
SAOUHSC_01781	4077	3905	3612	3032	4244	335
SAOUHSC_01782	1880	2138	1974	1917	3255	926
SAOUHSC_01783	5	1	4	0	0	0
SAOUHSC_01784	35131	28300	28753	11087	13360	2024
SAOUHSC_01785	28536	22897	23375	8246	11805	867
SAOUHSC_01786	43761	37569	36431	14326	17080	3303
SAOUHSC_01787	6012	4788	5856	31189	57334	9364
SAOUHSC_01788	6090	5337	3971	28098	80310	15026
SAOUHSC_01789	7041	6653	5055	18402	32556	1042
SAOUHSC_01791	7372	6574	5889	10507	12678	2158
SAOUHSC_01792	6797	6048	4807	12714	13450	2338
SAOUHSC_01793	2368	2394	1774	5869	7132	883
SAOUHSC_01794	19476	27178	18509	20025	22118	888
SAOUHSC_01795	4689	3168	3807	4185	6286	1218
SAOUHSC_01796	3677	2802	3012	4397	4892	552
SAOUHSC_01797	8218	6075	5727	11673	11930	1452
SAOUHSC_01798	2223	1440	2321	1191	1084	70
SAOUHSC_01799	5776	3920	4323	3901	3773	340
SAOUHSC_01800	1238	897	861	2614	3302	411
SAOUHSC_01801	14185	9888	9723	6260	5104	1029
SAOUHSC_01802	5800	4461	4093	3255	2748	442
SAOUHSC_01803	7732	6071	4244	29087	36595	5109
SAOUHSC_01806	11275	8704	7003	38913	31322	11118
SAOUHSC_01807	3917	3463	2851	9389	13496	6980
SAOUHSC_01808	12351	7661	10109	6757	8342	1887
SAOUHSC_01809	7785	5343	6105	5171	6597	984
SAOUHSC_01810	6180	4010	4605	4417	6357	1874
SAOUHSC_01811	17135	13344	11426	17895	15716	2651
SAOUHSC_01812	4328	3278	2777	4163	4028	800
SAOUHSC_01813	4879	3912	2939	5943	5533	1047
SAOUHSC_01814	6706	5040	4701	9282	8777	1265
SAOUHSC_01815	6867	6417	5003	12889	11921	2383
SAOUHSC_01816	2475	1643	1755	4238	5022	1274
SAOUHSC_01817	65	64	30	107	40	4
SAOUHSC_01818	13270	13941	8452	11481	13398	3144
SAOUHSC_01819	19523	17097	8181	51281	46717	23011
SAOUHSC_01820	10526	8495	6983	8727	7141	1267
SAOUHSC_01821	2006	1434	1144	2831	2096	245
SAOUHSC_01822	6286	4430	3160	9653	6454	673
SAOUHSC_01823	1225	1182	1125	1109	2022	187
SAOUHSC_01824	2289	2268	1947	1820	2791	697
SAOUHSC_01825	1692	1475	1367	1384	2043	132
SAOUHSC_01826	1	0	0	0	0	0
SAOUHSC_01827	26477	18184	18692	26809	25606	2964
SAOUHSC_01828	620	450	389	1638	1825	516
SAOUHSC_01829	65641	67827	55819	40479	47456	10011
SAOUHSC_01830	1164	774	856	966	1483	211
SAOUHSC_01831	1090	973	585	1647	2050	351
SAOUHSC_01832	940	1024	468	18097	23477	3868
SAOUHSC_01833	2626	2185	1828	17253	22080	3125
SAOUHSC_01834	4	5	2	3	4	0
SAOUHSC_01835	3053	2378	2585	8381	11915	1111
SAOUHSC_01836	7610	5518	5764	4889	5711	780
SAOUHSC_01837	1418	1059	966	2608	3160	518
SAOUHSC_01838	3736	2869	1737	8016	9129	2180
SAOUHSC_01839	1082	687	648	1491	1777	241
SAOUHSC_01840	667	365	495	901	1190	65
SAOUHSC_01841	2	0	0	0	0	0
SAOUHSC_01843	2398	1630	1411	771	967	129
SAOUHSC_01844	6	6	2	2	3	2
SAOUHSC_01845	10851	9007	5464	16490	21572	5733
SAOUHSC_01846	3712	4425	2297	8424	16612	2829
SAOUHSC_01847	752	851	425	3339	4145	634
SAOUHSC_01849	1677	1874	919	4205	5686	1324
SAOUHSC_01850	20306	14032	13187	17429	27798	2314
SAOUHSC_01851	0	0	1	3	1	1
SAOUHSC_01852	5354	3605	3598	22548	39249	5380
SAOUHSC_01853	18	18	13	23	24	1
SAOUHSC_01854	37429	30646	25090	57892	75242	24977
SAOUHSC_01855	37137	28461	20956	55495	32312	6488
SAOUHSC_01856	10182	7684	7226	12947	18475	2222
SAOUHSC_01857	19786	14688	13350	28373	36816	8326
SAOUHSC_01858	1467	992	932	2304	2820	927
SAOUHSC_01859	1592	1099	1087	2180	1828	339
SAOUHSC_01860	2036	1373	1217	4921	4491	1301
SAOUHSC_01861	3202	2009	2006	3443	3862	1142
SAOUHSC_01863	2013	1310	1562	4336	4115	218
SAOUHSC_01864	1851	1391	1129	2399	3135	860
SAOUHSC_01865	14965	11918	12187	12514	17938	2878
SAOUHSC_01866	16830	13609	12149	19422	21897	7852
SAOUHSC_01867	4111	2877	3188	4796	6201	1110
SAOUHSC_01868	2749	2180	1766	9647	11415	5751
SAOUHSC_01869	7463	7904	5972	19210	32898	4003
SAOUHSC_01870	4366	3306	3463	4597	7013	993
SAOUHSC_01871	4238	3161	2912	6383	6061	1314
SAOUHSC_01872	1878	1732	1393	2212	2946	810
SAOUHSC_01873	5309	3697	3985	1524	1701	297
SAOUHSC_01874	449	333	330	821	1500	652
SAOUHSC_01875	3301	2936	2304	6862	7632	2355
SAOUHSC_01876	2254	2201	1509	2850	2258	595
SAOUHSC_01877	2612	1952	1562	3697	3791	997
SAOUHSC_01878	2204	1549	1359	2730	2853	225
SAOUHSC_01879	6790	5188	4838	7483	6614	444
SAOUHSC_01882	7377	5020	4703	5855	6019	895
SAOUHSC_01883	15	8	24	11	35	5
SAOUHSC_01884	3919	5375	2109	27468	39497	5510
SAOUHSC_01886	1202	1161	906	1085	810	277
SAOUHSC_01887	2494	2950	2330	2314	2757	444
SAOUHSC_01888	1390	1517	1168	1288	1328	302
SAOUHSC_01889	2514	3071	2203	2898	2875	1006
SAOUHSC_01890	447	359	300	710	734	150
SAOUHSC_01891	456	433	366	292	470	12
SAOUHSC_01893	1758	1585	1707	1080	1413	62
SAOUHSC_01894	943	832	874	616	606	169
SAOUHSC_01895	8617	7199	6488	9287	12015	1659
SAOUHSC_01896	1162	773	804	1774	2172	115
SAOUHSC_01897	634	465	701	574	401	17
SAOUHSC_01898	687	518	846	595	333	21
SAOUHSC_01899	371	274	306	1426	2102	93
SAOUHSC_01900	1260	703	1023	461	287	27
SAOUHSC_01901	7083	5242	2796	12216	12580	873
SAOUHSC_01902	43	21	35	288	243	26
SAOUHSC_01903	48	36	40	147	198	22
SAOUHSC_01904	116	72	74	102	141	14
SAOUHSC_01907	1236	1109	575	2140	2923	1100
SAOUHSC_01908	9538	7693	6676	10520	11654	575
SAOUHSC_01909	8941	6882	7154	9223	11336	2794
SAOUHSC_01910	38711	39929	24271	32301	38226	5677
SAOUHSC_01911	656	476	556	1183	2037	78
SAOUHSC_01912	669	371	372	185	163	97
SAOUHSC_01913	66	41	46	52	82	17
SAOUHSC_01914	1198	835	792	1860	2167	254
SAOUHSC_01915	887	577	503	799	787	174
SAOUHSC_01916	706	507	377	909	956	293
SAOUHSC_01917	502	317	367	89	103	4
SAOUHSC_01918	11067	14669	8926	11323	9190	1177
SAOUHSC_01919	17683	21597	14139	14221	8861	1826
SAOUHSC_01920	330	291	273	450	374	25
SAOUHSC_01921	209	155	135	216	126	6
SAOUHSC_01922	504	313	332	378	367	33
SAOUHSC_01923	92	53	64	230	219	20
SAOUHSC_01924	18	6	6	10	32	1
SAOUHSC_01925	25	24	28	29	29	33
SAOUHSC_01926	380	313	287	336	778	167
SAOUHSC_01928	146	147	93	147	284	7
SAOUHSC_01929	33	20	13	39	10	3
SAOUHSC_01930	409	240	511	453	710	55
SAOUHSC_01931	690	409	587	1037	1291	217
SAOUHSC_01932	795	496	480	1275	1656	429
SAOUHSC_01933	520	352	288	1587	1727	603
SAOUHSC_01934	22	6	12	6	5	3
SAOUHSC_01935	1468	633	628	239	354	107
SAOUHSC_01936	760	408	323	159	255	70
SAOUHSC_01937	3	1	5	4	9	0
SAOUHSC_01938	1152	622	504	253	474	217
SAOUHSC_01939	1089	679	501	281	593	142
SAOUHSC_01941	1018	569	495	358	917	166
SAOUHSC_01942	1083	612	467	414	764	172
SAOUHSC_01944	880	463	504	905	686	76
SAOUHSC_01945	672	560	524	1326	2310	214
SAOUHSC_01947	567	546	360	1395	1350	595
