"gene","per_1","per_2","per_3","control_1","control_2","control_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00828",1682,1262,1351,6099,5572,537,2175.79337105756,-1.32621491375624,0.337868911488857,-3.92523510941604,8.66450696791041e-05,0.000286367439154609
"SAOUHSC_00830",8423,6900,6814,7139,6303,463,4902.82927254993,0.917955453880464,0.408524448319945,2.24700249313242,0.0246398677774972,0.0453700245183676
"SAOUHSC_00831",2529,2842,1735,6408,7502,3523,4679.72697445701,-1.82398823164967,0.511540900210149,-3.56567428117741,0.000362921889178649,0.001050174202361
"SAOUHSC_00832",679,501,464,485,565,35,365.811251997783,0.834557344079112,0.386193178296065,2.16098416797855,0.0306965624064729,0.0551608564647631
"SAOUHSC_00833",8641,6865,5823,4280,6507,1388,5030.00905602557,0.640590850847301,0.299003162597578,2.14242165628683,0.0321595667550429,0.0572383291052603
"SAOUHSC_00834",1651,1234,741,2714,2232,837,1557.13911582924,-1.0296152663814,0.422207245999077,-2.43864897189295,0.0147422808893614,0.0288330302637624
"SAOUHSC_00835",474,365,220,3154,5463,129,1097.64459251821,-2.66546544001931,0.597473410692094,-4.46122855397318,8.14911213701037e-06,3.30907181799908e-05
"SAOUHSC_00836",4234,3545,2594,11955,16605,1044,5050.91139994231,-1.26405762683139,0.379568559830843,-3.33024849949302,0.0008676850902972,0.00230940445541895
"SAOUHSC_00837",48,52,52,74,150,7,49.1875077655195,-0.331685975743189,0.474497875087888,-0.699025207819431,0.48453627747904,0.570048485888198
"SAOUHSC_00838",1436,1478,1040,1151,1139,112,881.302828013749,0.885623753533278,0.328806027344656,2.69345352542751,0.00707160035226131,0.0149626811343227
"SAOUHSC_00839",194,179,121,142,142,54,134.457202900359,0.214273759371459,0.430237849860384,0.498035585295419,0.618458960690769,0.693343214411163
"SAOUHSC_00840",1023,1052,741,1574,1378,219,854.563700595266,-0.131245082363482,0.280746717312825,-0.46748572385707,0.640152403682903,0.714289711972675
"SAOUHSC_00841",544,608,501,1064,1210,157,575.431963814919,-0.463886275235816,0.264860004908371,-1.75143950252625,0.0798702335807402,0.127159256023971
"SAOUHSC_00842",13354,10424,12966,30740,54169,11150,20924.1465797353,-1.5355265303602,0.34366718524504,-4.46806269637103,7.89311743196487e-06,3.22014525232192e-05
"SAOUHSC_00843",7121,5613,6534,10866,20438,3873,8381.69940219009,-0.989761321312686,0.331224600148601,-2.98818783649716,0.00280637019749168,0.00655405419110088
"SAOUHSC_00844",15439,11067,15723,16652,37119,3095,13462.0691581499,-0.239567857495098,0.35719751450719,-0.670687358577002,0.502419717693799,0.586156337309433
"SAOUHSC_00845",69298,54929,36959,122786,129951,5855,52733.967435723,-0.379639682990486,0.498793821043942,-0.761115448856054,0.446588113784569,0.536241429108412
"SAOUHSC_00846",975,799,976,469,360,81,540.816172751607,1.54941578717533,0.319759050756475,4.8455728884289,1.262468511419e-06,6.10426904317596e-06
"SAOUHSC_00847",55022,57016,42658,26723,26397,6105,31846.5454249746,1.2649681225812,0.287379678017737,4.4017312960561,1.07390503740034e-05,4.23559826684634e-05
"SAOUHSC_00848",105870,98828,79660,44214,37152,8529,55079.0708979156,1.56778855198367,0.279479808775266,5.60966661188879,2.02716751693438e-08,1.3676833040609e-07
"SAOUHSC_00849",117386,109743,89897,45445,47200,19328,67717.8982290656,1.07826219528019,0.439936602406017,2.45094904443769,0.0142480121552646,0.0279710975469141
"SAOUHSC_00850",51867,49999,41101,18440,21082,7114,29317.5264828522,1.28071909594317,0.396137775548178,3.23301430713317,0.00122491427945153,0.0031509863878305
"SAOUHSC_00851",129589,113042,97875,49858,61821,9542,66703.2842580782,1.49654257756417,0.185623603039449,8.06224291016549,7.49071646948035e-16,1.29524905310021e-14
"SAOUHSC_00852",47,46,46,14,19,5,26.9000883889286,1.82663739444756,0.47443618608166,3.85012241484708,0.000118058803800418,0.000381027857506663
"SAOUHSC_00853",81,52,79,295,180,17,92.1835635775683,-1.02113860855409,0.491444117932275,-2.07783259844574,0.0377247802355897,0.066018365412282
"SAOUHSC_00854",1784,1627,1163,6025,6949,1405,2878.13915846753,-1.75257038419399,0.257718561330227,-6.80032658551255,1.04382250152223e-11,1.08582492090619e-10
"SAOUHSC_00855",1121,1033,705,3034,4028,2351,2613.03523882736,-2.42051174873183,0.580301781862602,-4.17112582519165,3.03098433159917e-05,0.000109459199029121
"SAOUHSC_00857",41,50,39,46,81,47,61.4970123971594,-1.08571003172892,0.658172596629693,-1.64958255218847,0.0990283460140621,0.153086448456315
"SAOUHSC_00858",929,771,520,1440,1716,127,720.777806043476,-0.359249648032224,0.363770473419872,-0.987572313538405,0.32336215124001,0.413061926070287
"SAOUHSC_00859",626,452,389,954,1101,232,566.97964870473,-0.761725572243079,0.258849275613204,-2.94273789423819,0.00325323725617674,0.00749708956388126
"SAOUHSC_00860",1929,1542,1100,2648,3263,373,1492.69675050596,-0.370266860379811,0.251343805824509,-1.47314893703144,0.140710880333304,0.206055024425271
"SAOUHSC_00861",10284,9689,7089,17576,18960,4082,10250.9650311556,-0.69933174198705,0.266212430889017,-2.6269687694584,0.00861492403926996,0.0178946433305759
"SAOUHSC_00862",718,643,465,1353,1369,140,632.863621751957,-0.504133720136413,0.308551501198106,-1.63387220019627,0.102285688093783,0.157311814448302
"SAOUHSC_00863",908,690,584,878,1010,46,535.576115983686,0.471879566769356,0.467115311631398,1.01019931271642,0.31239980849394,0.40200882206884
"SAOUHSC_00864",309,297,213,899,1070,46,349.459661858563,-0.97866196104762,0.486853039764284,-2.01017941989528,0.0444122027580963,0.0759896863705042
"SAOUHSC_00865",937,723,644,1982,2031,337,958.833235718464,-0.923395055118917,0.210839433659662,-4.37961267060442,1.18890438657129e-05,4.6262732538564e-05
"SAOUHSC_00866",2076,1659,1355,2893,3465,644,1788.44749613588,-0.532963888287896,0.222732719272171,-2.39284057604772,0.0167185037167334,0.0322869920150821
"SAOUHSC_00867",1,1,2,5,13,22,16.2427848746307,-4.6231176525874,1.29153324167982,-3.57955761678606,0.000344176359950873,0.00100407204003545
"SAOUHSC_00868",341,346,422,2250,8187,188,1296.1860602107,-2.78426065868562,0.624391245011313,-4.45916031163309,8.2281363673869e-06,3.33597267938621e-05
"SAOUHSC_00869",12427,11018,8812,35581,53922,3362,15841.0762953213,-1.26536592879183,0.370912618720462,-3.41149334082234,0.000646080794136076,0.00177757318597397
"SAOUHSC_00870",7162,5733,5674,14780,14784,649,6161.2930642442,-0.371958598720816,0.503336503697837,-0.738985938806676,0.459915535746241,0.549080687623885
"SAOUHSC_00871",1686,1314,1668,3087,5520,179,1659.37295704449,-0.520565428045872,0.52446420036553,-0.99256618027133,0.320921412938678,0.411384765201196
"SAOUHSC_00872",12351,9545,9021,18377,19875,1037,9055.60966738575,-0.0484604555623413,0.450412320592033,-0.107591318769086,0.914319883633881,0.931806875943819
"SAOUHSC_00873",7027,4408,4478,6250,5376,987,4104.03088651603,0.302660278362969,0.257312388469903,1.17623671430173,0.239500297064936,0.324344022633064
"SAOUHSC_00874",1106,566,873,447,451,51,490.222472084838,1.52838364999788,0.335280900602346,4.55851689509328,5.15161210217198e-06,2.18713157703594e-05
"SAOUHSC_00875",10925,8513,7054,8832,8234,3321,7664.45767072278,-0.0269439076167974,0.42134251372069,-0.063947754473831,0.949011827492264,0.959299218576191
"SAOUHSC_00876",1211,881,584,1901,2975,453,1156.58413592463,-1.04026781953207,0.278232158176275,-3.73884825661671,0.000184865266499255,0.000569873920696051
"SAOUHSC_00877",1792,1437,881,2946,3091,797,1709.30480483503,-0.947975356741214,0.337724166301416,-2.80695150460496,0.00500127702765366,0.0110383214870699
"SAOUHSC_00878",17253,13285,10612,25308,27267,6330,15298.7076723239,-0.678966909738993,0.275983287767746,-2.46017400267504,0.0138869669308965,0.027406553784256
"SAOUHSC_00879",1868,1401,937,2505,3564,476,1512.56901882053,-0.622542907885949,0.253567227491348,-2.45513946752915,0.0140829938775568,0.0276887778722145
"SAOUHSC_00880",7802,6764,5228,9835,6258,1061,5226.85808016349,0.258888145892716,0.340208514842572,0.760969036922883,0.446675561415294,0.536241429108412
"SAOUHSC_00881",4821,4074,3171,4564,4747,765,3178.93324108093,0.262208254475169,0.214051091391769,1.22497975959982,0.220582846701686,0.303127269862159
"SAOUHSC_00882",8202,4266,3453,258,408,63,2320.68423203181,4.37988461050539,0.320846941379546,13.6510093930558,1.99101442874323e-42,3.71324190960612e-40
"SAOUHSC_00883",2481,1624,1692,3706,4511,456,1959.19194077784,-0.449782458243547,0.265938623108044,-1.69130174845198,0.0907791862806608,0.142271581860027
"SAOUHSC_00884",807,680,523,1432,1437,742,1053.55898206197,-1.40198718925854,0.504752728590182,-2.77757228410515,0.00547666570459023,0.0118964843217014
"SAOUHSC_00885",2958,2493,2372,5447,9268,807,3123.64978521605,-0.8133905898823,0.284564469065557,-2.85837017022288,0.00425823321531922,0.00955175852680282
"SAOUHSC_00886",7305,6363,5073,13566,16119,2384,7251.51404945734,-0.752880119688356,0.193390889588866,-3.89304853651027,9.89923369104295e-05,0.000323490602844971
"SAOUHSC_00887",1745,1526,1170,3425,5206,503,1830.34471418721,-0.900986779003206,0.264368057232943,-3.4080773162747,0.000654223549029661,0.00179589653767137
"SAOUHSC_00888",1716,1423,1196,3747,4458,499,1781.07292213193,-0.8936045735721,0.237702779231489,-3.75933582460075,0.000170365030251544,0.000529551302365215
"SAOUHSC_00889",8139,7238,5153,21527,28281,4061,10594.113163375,-1.37449047362736,0.214969028852418,-6.39390000022278,1.61707206257808e-10,1.42641052547006e-09
"SAOUHSC_00890",117,96,70,418,516,49,167.057931383076,-1.66592993040666,0.310513618467966,-5.36507847425868,8.09140326243454e-08,4.89042914773532e-07
"SAOUHSC_00891",4510,3277,2592,5074,5236,2586,4173.39223970695,-0.867512516726637,0.495113501290928,-1.75214877894612,0.079748228503768,0.127042479941024
"SAOUHSC_00892",5835,5357,3658,6979,8766,2170,5113.16533170257,-0.480238806003849,0.325761417048628,-1.47420406736554,0.14042665508181,0.205869734092423
"SAOUHSC_00893",1280,1056,595,3179,5501,1745,2387.71417730952,-2.24679582388583,0.470073789706376,-4.77966624195163,1.75586434742063e-06,8.26047173173922e-06
"SAOUHSC_00894",5237,5724,2865,15186,19464,2737,7255.011179741,-1.40674810232052,0.305809809873342,-4.60007513461769,4.2233858102281e-06,1.85021146820563e-05
"SAOUHSC_00895",17259,17023,10726,24166,31436,7489,16878.1403753042,-0.682672491549754,0.331154159585006,-2.06149453899435,0.039255883929908,0.0682404213987949
"SAOUHSC_00896",1988,1786,1048,840,846,908,1434.79645066927,-0.115054618294643,0.71172990509233,-0.161654888281977,0.871577631111551,0.899036685910393
"SAOUHSC_00897",974,723,901,630,939,105,603.445755063656,0.739339301530165,0.264339419476222,2.79693169862875,0.00515904382032267,0.0113290693144344
"SAOUHSC_00898",32930,29731,43587,1137,7383,569,16960.4026871248,3.75503766119531,0.573194288213736,6.5510730626735,5.71250995925055e-11,5.38460776303365e-10
"SAOUHSC_00899",16616,14923,21639,940,7070,1307,9479.47596193448,2.31960708258959,0.648466800715246,3.57706374486883,0.000347475460302655,0.00101143637330015
"SAOUHSC_00900",9457,6791,5227,21540,21533,3184,9522.41988374836,-1.08610196012459,0.24027128080545,-4.52031535555854,6.17475808971762e-06,2.57956693956043e-05
"SAOUHSC_00901",1682,1307,1223,4024,7003,391,1961.78954392589,-1.16212478431972,0.389887647052583,-2.98066582284663,0.00287622471029575,0.00670519885587696
"SAOUHSC_00902",2230,2024,1714,3707,5678,1123,2522.50377302022,-0.937143340119446,0.284409231772572,-3.29505246464304,0.000984033061447369,0.00258964064509813
"SAOUHSC_00903",2698,2347,1676,2749,3564,268,1778.07269053962,0.239840412674818,0.34209170099226,0.701099769386818,0.483240754251226,0.569121158930966
"SAOUHSC_00904",5409,4758,3928,5848,7291,877,3933.87431716138,0.0991378407439866,0.215519823741515,0.45999406932927,0.645520477426791,0.717825369063608
"SAOUHSC_00905",12557,10210,9408,10733,12812,2372,8556.67788195319,0.248487463803539,0.212658303790308,1.16848229941945,0.242612275019228,0.328047980360022
"SAOUHSC_00906",9382,7571,5715,20044,25542,7518,12642.6275686974,-1.53531818926073,0.370437132504952,-4.14461201251255,3.40389540930915e-05,0.000121580847268381
"SAOUHSC_00907",1429,959,928,1394,1498,488,1079.61735115767,-0.350051912550121,0.375201120413156,-0.932971394554097,0.350834738004682,0.442841686404665
"SAOUHSC_00908",5995,5327,3346,11728,13178,4773,7669.67530644153,-1.41004399484063,0.427170437515899,-3.30089320562626,0.000963775599355974,0.00254440656210157
"SAOUHSC_00909",2236,1939,1274,3671,3999,700,2011.47114405046,-0.661221981152713,0.248862244388422,-2.65697989977413,0.00788441438008717,0.0164821504775081
"SAOUHSC_00910",2882,3081,1910,5815,7443,914,3070.22157500683,-0.763838195242206,0.268036498511304,-2.84975441585241,0.00437529977651286,0.00979751948239715
"SAOUHSC_00911",2602,1503,1686,533,524,37,956.89621773234,2.60867501214925,0.393339344567727,6.63212324975051,3.30892097430691e-11,3.22460826050114e-10
"SAOUHSC_00912",370583,361268,242581,59105,18970,1753,150152.596568693,3.86078121451526,0.633475779304073,6.09459957373059,1.097117253008e-09,8.62823237230088e-09
"SAOUHSC_00913",71,36,46,51,54,1,33.1895236647064,0.762880066048188,0.559842046591623,1.36267018651543,0.172986477888503,0.247218223189317
"SAOUHSC_00914",601,876,591,48,35,3,316.241718160013,4.72537606853579,0.452091910950954,10.4522464438618,1.4309497640134e-25,6.33255904040508e-24
"SAOUHSC_00915",307,447,385,72,82,7,190.151816546975,2.99391527204918,0.404199445479466,7.40702468925401,1.29164423073825e-13,1.76569795102491e-12
"SAOUHSC_00916",200,205,191,93,73,10,111.134444600711,1.83533746842587,0.358871287777188,5.11419422766798,3.15083027238705e-07,1.75038677472395e-06
"SAOUHSC_00917",193,263,159,140,178,20,135.309784938028,0.97240389108273,0.351390914484581,2.76729946905158,0.00565228070001429,0.012206869237169
"SAOUHSC_00919",1612,1275,984,3807,2753,122,1322.86609906931,-0.4783407414508,0.562290782850798,-0.850699951056688,0.394936050389126,0.4845761407735
"SAOUHSC_00920",1937,1589,1526,4057,7644,3215,3928.4964254004,-2.12776256728307,0.537614145300638,-3.9577875431332,7.56471959646733e-05,0.000253875101110234
"SAOUHSC_00921",8377,6759,5967,17764,27707,16662,18137.1200071543,-2.31257036532006,0.605108155386947,-3.82174714508887,0.000132509522093373,0.000421929709982678
"SAOUHSC_00922",63,25,27,230,168,6,61.6598756048414,-1.56108645464463,0.637455553095446,-2.44893380732835,0.0143279776429982,0.0281069493808178
"SAOUHSC_00923",482,392,360,5169,4802,463,1508.14571314676,-2.90314821144564,0.333122944354663,-8.7149452196087,2.90899290124848e-18,6.38267265979815e-17
"SAOUHSC_00924",678,579,547,4829,5566,1098,2022.82632169501,-2.74981384028136,0.237128903278225,-11.5962828751204,4.30368099544759e-31,3.03700299435504e-29
"SAOUHSC_00925",1410,1317,1342,7920,11618,3093,4527.46487083201,-2.72229346927723,0.370676929777729,-7.34411356787058,2.0712719997657e-13,2.80211978828407e-12
"SAOUHSC_00926",1691,1269,1678,8287,12463,3037,4694.45706805169,-2.56671688119067,0.362344461509844,-7.08363768138055,1.40418746776723e-12,1.70527138527453e-11
"SAOUHSC_00927",7137,4862,6327,22671,30735,6599,12260.3365772673,-1.8527983921382,0.303720819134676,-6.10033384414334,1.05847159434017e-09,8.37475555400662e-09
"SAOUHSC_00928",492,261,272,448,712,108,329.665168984465,-0.35182850952745,0.285557106458856,-1.23207758297601,0.217920104382957,0.300575484703592
"SAOUHSC_00929",147,99,87,155,253,19,100.485874844503,-0.210655164377228,0.344746747905606,-0.611043224213115,0.541170965180994,0.622465810611266
"SAOUHSC_00930",175,102,90,135,239,53,122.61857686273,-0.416948683794939,0.382603945204866,-1.08976577220521,0.275816334938073,0.364451645001675
"SAOUHSC_00931",188,86,125,151,237,20,108.403925373938,0.0928291346249882,0.370413070648408,0.250609770498894,0.802115826983307,0.846191686567037
"SAOUHSC_00932",582,333,367,359,490,125,347.378661137437,0.161920328378145,0.349739456344742,0.462974152446037,0.643382894418241,0.716601077794823
"SAOUHSC_00933",3921,2652,3210,5072,6377,533,2920.84932731449,-0.0961897934445463,0.320072685274129,-0.300524842856128,0.76377684981523,0.81830995275649
"SAOUHSC_00934",377053,306469,282991,203502,252730,36559,209305.765177281,0.999792378584283,0.174993306096247,5.71331784562317,1.10794459871908e-08,7.69373230653064e-08
"SAOUHSC_00935",34135,29778,19185,31494,39584,3337,21252.3196759983,0.339760522238366,0.329601565078942,1.03082193240494,0.302624331200402,0.392719745906684
"SAOUHSC_00936",222,194,202,52,73,6,106.645761003669,2.35266866275869,0.335246723158491,7.01772306853078,2.25512949676513e-12,2.61695249602389e-11
"SAOUHSC_00937",1234,826,703,5900,8246,822,2349.70204245891,-2.32100701776218,0.264136765211361,-8.78714107028956,1.53414086334847e-18,3.60868630108366e-17
"SAOUHSC_00938",3333,2488,2124,3529,4255,466,2228.69049116739,0.0537908724071046,0.241535227478236,0.222704045984147,0.823765852202907,0.861719807733089
"SAOUHSC_00939",1280,919,747,2160,2576,193,1027.19222731177,-0.541250413229617,0.350379219023126,-1.54475603529984,0.122405285242749,0.183678275729205
"SAOUHSC_00940",461,335,226,1246,956,71,420.922455130279,-0.944984226419615,0.456076287732382,-2.07198719126156,0.0382666357310225,0.0667429431487641
"SAOUHSC_00941",1447,1187,976,2071,2984,121,1108.63439001263,-0.189922711759652,0.474919994525594,-0.399904644885228,0.689226751001666,0.757395221744676
"SAOUHSC_00942",3877,3306,2515,4797,6804,964,3179.87262958497,-0.359401298559397,0.209228031628934,-1.71774926983395,0.0858423583019643,0.135592496991185
"SAOUHSC_00943",6744,5595,4375,7056,7921,1531,4906.45039300413,-0.062910984946233,0.230738204416603,-0.272650925343278,0.785121561680982,0.833313982743513
"SAOUHSC_00944",2091,1612,1496,2320,3274,464,1609.39676267358,-0.203038537638767,0.19089924526291,-1.06359004908133,0.287514452233286,0.377046828117082
"SAOUHSC_00945",3428,3074,2635,3860,6252,1147,3066.86779452385,-0.395956658314451,0.276239907543197,-1.43337963669327,0.151749374566989,0.220120898330228
