"gene","per_1","per_2","per_3","control_1","control_2","control_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00639",3315,2126,2567,1149,1252,311,1595.8559772574,1.38458335775782,0.305965302291951,4.52529534357675,6.0311220382709e-06,2.5235993015906e-05
"SAOUHSC_00640",1276,862,968,2091,3032,392,1214.1714006063,-0.781080654765308,0.217427508668544,-3.59237273861249,0.000327680691758399,0.000968940301450941
"SAOUHSC_00641",9731,7548,7872,6804,7549,1647,6157.5499029161,0.533399533494192,0.258167181172688,2.06610124134021,0.0388189210636152,0.0675708019313995
"SAOUHSC_00642",9376,7209,8053,7352,8038,306,5356.28070069248,1.00413664342628,0.523343316524181,1.9186958383176,0.0550228385125688,0.0916501291670381
"SAOUHSC_00643",2384,1748,1938,2303,3076,308,1620.59894626109,0.236039248616512,0.259177328699602,0.91072490715456,0.36244033718737,0.453876124890275
"SAOUHSC_00644",2944,2282,2600,2147,3216,230,1826.05920778631,0.719074136251398,0.341040867386119,2.10846911621673,0.0349904314451229,0.0618970301512302
"SAOUHSC_00645",1557,1149,1493,1107,1449,284,1052.30683330516,0.482692338815986,0.284092379161476,1.69906824055152,0.0893063266048527,0.14021576594424
"SAOUHSC_00646",4453,3734,3868,3807,6074,668,3172.44937023471,0.303412635032469,0.24106539995789,1.25863203547863,0.208163270328995,0.288765825899147
"SAOUHSC_00647",61638,40405,43339,14436,15347,2735,25626.04883794,2.1171804740835,0.216774675735641,9.76673343829805,1.56413935299499e-22,5.16957955781001e-21
"SAOUHSC_00648",11084,7372,9438,8719,9310,2239,7309.01439609931,0.302892083874378,0.302632347559943,1.00085825694619,0.316895339989548,0.406791412346465
"SAOUHSC_00650",18,19,21,7,13,1,11.2193200766911,1.57229172860435,0.630735932904906,2.49278921110936,0.0126744064141942,0.025281035253981
"SAOUHSC_00651",3298,2647,2922,2356,3734,508,2225.34306848972,0.463430812900919,0.233761839480393,1.98249129939701,0.0474242802179868,0.0804579568870459
"SAOUHSC_00652",4550,3806,2789,5028,7956,1004,3541.01842231206,-0.285532594467436,0.233082719334766,-1.22502687150024,0.220565096130095,0.303127269862159
"SAOUHSC_00653",2653,2070,1661,1864,2596,400,1619.38999565013,0.373828337195676,0.209925594468948,1.7807658858433,0.074950704637581,0.120354421776583
"SAOUHSC_00654",5117,3956,3349,3003,4632,719,3006.08616304713,0.540106075595647,0.223622142905091,2.41526205132949,0.0157238925297177,0.0306152747166986
"SAOUHSC_00655",1471,1510,722,2526,4079,1020,1838.76983544304,-1.30495027850947,0.416637813582703,-3.13209755803992,0.00173562192337489,0.00429139094879909
"SAOUHSC_00656",969,1031,574,1488,3278,730,1303.99124572869,-1.32962337896531,0.429585749428158,-3.09512915811392,0.00196727209863826,0.00479621689061463
"SAOUHSC_00658",616,552,344,739,1555,175,554.80695702589,-0.648559399908644,0.321881088592773,-2.01490371100729,0.0439147390988701,0.0752865290788902
"SAOUHSC_00659",11034,9452,7585,17328,13816,501,7628.08422560019,0.171853062834142,0.582980263093328,0.294783672301837,0.768159140109631,0.821581687284785
"SAOUHSC_00660",25679,27463,33139,9769,9887,2296,16316.7394005248,1.88180293021014,0.338878262290354,5.55303523304129,2.80751459760167e-08,1.83719814895688e-07
"SAOUHSC_00661",1278,1079,1141,1066,1319,102,818.123113028408,0.711934815015471,0.335770274887605,2.12030327953772,0.0339804772811954,0.0603147696677099
"SAOUHSC_00662",5151,3604,4243,1379,1194,94,2207.2289344925,2.5084881598261,0.398460716617538,6.29544659036958,3.06516088372974e-10,2.60688438678122e-09
"SAOUHSC_00663",1812,1296,755,2531,2013,146,1111.60482986475,-0.0738763029813413,0.467692643829522,-0.157959086926049,0.874489037800848,0.901061909115239
"SAOUHSC_00664",1425,1243,992,2114,3020,181,1163.40606974292,-0.274832990810612,0.383769196217845,-0.71614135141426,0.473904072598278,0.561613825616997
"SAOUHSC_00665",1069,767,775,1165,1154,112,686.483867028861,0.259887674248042,0.312565727247239,0.831465677753182,0.405710609770245,0.495699767014557
"SAOUHSC_00666",1833,1243,1314,1746,2137,255,1188.68878474762,0.16789538069063,0.224118354562606,0.749137128988379,0.453774558405028,0.542998029150661
"SAOUHSC_00667",2178,1738,1443,9008,15085,1539,4166.50441019665,-2.14403469972714,0.250389413926621,-8.56280090321815,1.10158068119571e-17,2.33839606390407e-16
"SAOUHSC_00668",5554,4266,4484,10575,19193,592,5429.25992880042,-0.699786801846225,0.525561927593865,-1.33150208396944,0.183023859740535,0.259856061871961
"SAOUHSC_00669",3902,3371,3636,4431,5129,364,2805.36613921804,0.390636633769213,0.372414722499356,1.04892908408015,0.294210758474666,0.384284287332343
"SAOUHSC_00670",8973,7853,6686,6650,5837,1509,5654.09581760327,0.593219142646515,0.295950488105931,2.0044540100038,0.0450214486870967,0.0769312843730429
"SAOUHSC_00671",1752,1541,1630,7451,4260,2183,3346.06776557861,-1.86852458496716,0.465076297164434,-4.01767322127475,5.87756270551728e-05,0.000201131274234674
"SAOUHSC_00672",2607,1854,1699,2694,3113,218,1615.5313944133,0.257207075433797,0.366623099339108,0.701557201107759,0.482955350328232,0.569117924482555
"SAOUHSC_00673",956,588,767,836,1424,97,621.468827148741,0.195363365780202,0.36049471858092,0.541931284178715,0.587865844421989,0.66567200216155
"SAOUHSC_00674",222,103,188,670,1997,43,361.97395892008,-1.97305964077097,0.63430386171909,-3.11059061728488,0.00186713597036044,0.00459048212675245
"SAOUHSC_00675",6314,5036,4675,5750,6568,1546,4553.06408274776,0.0455843546133477,0.278522269937912,0.163665026223969,0.869994851261027,0.898247475657743
"SAOUHSC_00676",4862,3686,3634,3914,3505,870,3077.95187446381,0.411375104154072,0.283370677840076,1.45172078949621,0.146579256311406,0.21368980358966
"SAOUHSC_00677",7,2,7,16,13,1,5.98413741968078,-0.796533119273621,0.834849218286348,-0.954104168545098,0.340030916249846,0.432029548578271
"SAOUHSC_00678",1827,1604,1235,4729,7018,451,2147.47924134869,-1.13766633761149,0.366116617912657,-3.10738787028482,0.0018874857371162,0.00463179065752857
"SAOUHSC_00679",3850,3346,2898,6738,9180,533,3417.75291977427,-0.42561347370365,0.395187380810802,-1.07699155987831,0.281484036335052,0.370627745270207
"SAOUHSC_00680",572,459,485,790,1788,210,608.089251026752,-0.818505280014078,0.312662742679733,-2.61785357922382,0.00884847641681246,0.0183214686156204
"SAOUHSC_00681",3145,2645,2135,3665,4436,550,2317.61466178783,-0.0492071593008057,0.213465928412327,-0.230515284883113,0.81769138764658,0.858543586892429
"SAOUHSC_00682",1158,898,941,1678,2116,186,939.383288862859,-0.227860116785187,0.296447800192573,-0.768634871424813,0.442110098133028,0.53232413488705
"SAOUHSC_00683",441,302,295,1295,1714,100,518.649211191915,-1.32643825095526,0.398226656855317,-3.33086253298502,0.000865773456521407,0.00230777038529055
"SAOUHSC_00684",110,64,89,177,217,29,96.5217875216635,-0.642978262658477,0.305328650391487,-2.1058563021651,0.0352168364346418,0.0622553554034188
"SAOUHSC_00685",950,602,549,1939,2709,161,872.41240324668,-0.952640881558927,0.393216312351723,-2.42268911953686,0.0154061044236153,0.0300862667539713
"SAOUHSC_00686",1883,1684,1150,6312,6760,616,2415.15777486021,-1.36321937336034,0.328676535877476,-4.14760174382671,3.35976175880641e-05,0.00012033385394024
"SAOUHSC_00687",347,264,254,836,834,174,407.393633916184,-1.17382861159649,0.252885341374113,-4.64174240079796,3.45483407488982e-06,1.55527099474782e-05
"SAOUHSC_00688",4467,4652,2567,18226,13697,10930,11929.9179269061,-2.60902116276545,0.606454442907128,-4.30208928845294,1.6919509921274e-05,6.42105238436721e-05
"SAOUHSC_00689",2651,2589,1700,11071,10694,3411,5410.52787142776,-2.14051968029892,0.373079278328943,-5.73743921100767,9.61187616826308e-09,6.72086754810661e-08
"SAOUHSC_00690",4579,4077,2758,20761,21416,3324,8096.87289019026,-1.98139237005163,0.241318872119783,-8.21068138039422,2.19936793578617e-16,4.04404907066035e-15
"SAOUHSC_00691",2373,1926,1834,3593,6237,1254,2665.29709072512,-1.00266860730696,0.313556512821936,-3.19772853155935,0.00138514608700673,0.00350447328795984
"SAOUHSC_00692",5916,4283,4015,6808,8274,1518,4540.64027489441,-0.295972931924259,0.21349069121746,-1.38635052533875,0.165639895798107,0.238547031400363
"SAOUHSC_00693",8405,6733,5879,9468,9775,1000,5645.59775123171,0.204188762511301,0.287750122624501,0.709604432654778,0.477949470070781,0.564200436198503
"SAOUHSC_00694",77056,79857,63866,81253,75411,10028,54814.9973013061,0.507703521606633,0.276672038395316,1.83503734078546,0.066500156911111,0.108587810941157
"SAOUHSC_00695",1279,983,793,1791,1403,275,945.748662876264,-0.22000884408358,0.279082561187022,-0.788328884283618,0.430504356578302,0.521115843776516
"SAOUHSC_00696",2752,2058,1979,3228,4625,649,2183.39656056164,-0.305689541790877,0.192224687803327,-1.59027201596311,0.111773503610652,0.170192070767647
"SAOUHSC_00697",378,178,371,484,562,47,271.656664402548,-0.0435517669077476,0.419443953498322,-0.103832148596992,0.917302553459142,0.933753203540671
"SAOUHSC_00698",3085,2188,2522,2440,3116,673,2119.08218910739,0.186927623494764,0.280353384299166,0.666757149952195,0.504927267427295,0.588030818578352
"SAOUHSC_00699",7384,5770,6337,6896,9805,1906,5728.31297798089,-0.0339526505606946,0.267404762695335,-0.126971001632376,0.898963350100997,0.921261144656274
"SAOUHSC_00700",935,601,658,853,763,96,543.274251084676,0.44538133901465,0.29125630254421,1.52917322346027,0.126221506737762,0.188322488052741
"SAOUHSC_00701",525,309,644,791,1225,128,502.44502295043,-0.390837534137184,0.384575334899776,-1.01628341359708,0.309494444696244,0.399253950149157
"SAOUHSC_00702",493,366,411,607,482,34,319.723290464164,0.417891937891474,0.44023045408055,0.949257222025379,0.342489804717141,0.434097514619638
"SAOUHSC_00703",2093,1812,1869,1999,2426,398,1546.05085503699,0.257588635127941,0.215817845492228,1.19354650464814,0.232655410512312,0.316551994188456
"SAOUHSC_00704",630,463,695,1160,1459,91,588.060936775239,-0.318354432191965,0.421139232739344,-0.755936297174679,0.44968739028572,0.539088051439859
"SAOUHSC_00705",485,318,388,434,930,98,369.130938957743,-0.205295956549829,0.316078235810494,-0.649509941813631,0.516008822518715,0.597736927948698
"SAOUHSC_00706",8404,6322,6135,2764,5860,819,4376.92751011393,1.1285090030156,0.292722525699224,3.85521749759416,0.000115626784472565,0.000374103512091533
"SAOUHSC_00707",11595,10417,8353,4301,14912,6549,10381.1751683332,-0.450552883617424,0.653897457464131,-0.689026816780579,0.49080639200016,0.575435783346394
"SAOUHSC_00708",47521,39887,33265,29827,66938,18160,38425.0424358257,-0.27590934938383,0.45126884740036,-0.611407924507242,0.54092955772448,0.622462351352409
"SAOUHSC_00710",1185,863,636,1441,1890,379,959.801988872115,-0.598675173902563,0.277538375153586,-2.15708971262538,0.0309986750146473,0.0555889700983819
"SAOUHSC_00711",5415,4526,3417,16340,17438,1652,6446.22177857239,-1.2430722833407,0.309289987994315,-4.01911581878799,5.84169513769977e-05,0.000200166220531944
"SAOUHSC_00712",610,545,276,3470,5044,1336,1909.41325705933,-3.06915767978764,0.408055779161185,-7.52141701337183,5.41857166740415e-14,7.64750844518499e-13
"SAOUHSC_00713",2031,1712,1240,9921,10814,1799,3987.05017094438,-2.19717110009568,0.222358158698409,-9.881225465065,5.02150118226331e-23,1.7481519449186e-21
"SAOUHSC_00714",48178,33731,27316,35277,40015,1764,24379.7912358443,0.807307558475766,0.487640463647157,1.65553849333535,0.0978153148776626,0.151390508088664
"SAOUHSC_00715",30852,22064,17499,27595,31338,1833,17231.3122637271,0.470131517511597,0.421511364150833,1.11534719463309,0.264701668594459,0.352620437091904
"SAOUHSC_00716",15874,11129,9049,18336,15474,995,9289.07894120875,0.297388395565199,0.453652361683638,0.655542482930106,0.51211854350061,0.594549362863536
"SAOUHSC_00717",24593,16748,12922,24120,23525,467,12919.1310306524,0.550017607560076,0.669419925486459,0.821633158230815,0.411285711762508,0.501338465645149
"SAOUHSC_00718",2234,1202,2404,1390,1475,203,1277.21261349041,1.0068225403041,0.357091352219384,2.81950972502281,0.00480970735294271,0.0106774532656924
"SAOUHSC_00719",8354,6424,7578,3081,4397,1274,4815.92529697819,1.05993225729606,0.388497238895216,2.72828774873723,0.00636640461692312,0.0136486289065629
"SAOUHSC_00720",3016,2525,2799,1202,1871,133,1611.42962433813,1.61598699471418,0.341772252220036,4.72825685589534,2.26455595922544e-06,1.05209174546933e-05
"SAOUHSC_00721",3267,2530,3189,1047,1889,137,1693.49360380874,1.77715646108638,0.348762332867531,5.09560893940171,3.47622049936226e-07,1.90680918567959e-06
"SAOUHSC_00722",262,188,184,232,228,57,174.657830527957,0.157889095998171,0.302857520198869,0.521331271201369,0.602136020367739,0.677954786192396
"SAOUHSC_00723",928,630,708,648,924,259,649.135190622041,0.0257365081591707,0.37443277939635,0.068734655658787,0.945200832198934,0.95655789646179
"SAOUHSC_00724",722,567,619,589,893,95,486.98222044561,0.388156077192384,0.253407188425383,1.53174848592221,0.125584512544817,0.18758647726231
"SAOUHSC_00725",312,269,318,544,555,25,261.411764411814,0.00435070794708183,0.496685669575114,0.00875947951307635,0.993011035911395,0.996062933063639
"SAOUHSC_00726",1723,1295,1455,2056,2761,248,1295.89719412612,-0.0038222409534312,0.288982363671847,-0.0132265543989098,0.989447044145467,0.9928694205472
"SAOUHSC_00727",3039,2303,2582,3105,3782,795,2356.24961845693,-0.0684021277042928,0.265393558877976,-0.257738462054172,0.796608760233908,0.841742401040362
"SAOUHSC_00728",251696,170288,213600,75227,61461,6215,110214.303563406,2.33289652852007,0.365423388132015,6.38409199927091,1.72417417584881e-10,1.51576389668055e-09
"SAOUHSC_00729",17969,11954,13628,9764,14143,2328,10158.7433756386,0.685974043695025,0.232596374411687,2.94920350942734,0.00318594105573956,0.00736149743056282
"SAOUHSC_00730",32323,19789,25241,14311,21384,2172,16111.4841337119,1.15660288419584,0.271114157770116,4.26611023824346,1.98910522701629e-05,7.46200251112002e-05
"SAOUHSC_00731",1868,1760,1045,5255,7323,2801,3714.24430266339,-2.18515791240682,0.477519435821727,-4.57606067624566,4.73813175207795e-06,2.03558484409311e-05
"SAOUHSC_00732",5391,4035,3244,8768,11510,1619,4898.72662907213,-0.773999116954245,0.198289029873356,-3.90338849026891,9.48552629149e-05,0.00031074917374003
"SAOUHSC_00733",610,539,396,6390,8415,1046,2392.92055466781,-3.28975123167748,0.223928508942155,-14.6910781803459,7.35343777317857e-49,2.74283228939561e-46
"SAOUHSC_00734",1912,1292,1241,4904,6309,480,2083.62275842322,-1.19315369816792,0.332733402315908,-3.58591499940575,0.000335898364147356,0.000987647104491833
"SAOUHSC_00735",278,199,203,486,748,143,312.791522394775,-1.12201243334165,0.284296358904276,-3.94662962855403,7.92590184406526e-05,0.000264974772277265
"SAOUHSC_00736",9738,10349,6438,19158,17903,3387,9826.44934763281,-0.64392000247941,0.282682281799285,-2.27789304084016,0.0227329510142738,0.0421860235240006
"SAOUHSC_00737",10,9,12,16,25,4,11.2521746664274,-0.514502662252859,0.584022126745429,-0.880964331129062,0.378337126111627,0.469504865150883
"SAOUHSC_00738",6675,6307,4053,40529,41729,9059,16671.2001706442,-2.53924440456459,0.284612935057178,-8.92174631505932,4.58992626715449e-19,1.10965717440189e-17
"SAOUHSC_00739",2470,1974,2094,1481,1931,497,1610.6487477334,0.525913403268314,0.331432141765293,1.58679058846605,0.112560081111553,0.171167368539468
"SAOUHSC_00740",3338,2616,2763,2385,3194,172,1940.73811216778,0.894107030481726,0.415155808860371,2.15366619326875,0.0312663591591819,0.0559153861401534
"SAOUHSC_00741",3851,2798,2586,10500,12964,1780,4849.21249897807,-1.41456286834062,0.183908583407171,-7.69166311943577,1.45234613372468e-14,2.19195130355789e-13
"SAOUHSC_00742",37451,25731,23851,92783,110319,12651,41251.1238887926,-1.21479462674829,0.232025260927308,-5.23561366505209,1.64437589456859e-07,9.39489159894658e-07
"SAOUHSC_00743",18313,12754,11775,51844,59142,5621,21085.677948538,-1.29052767222331,0.289166108685092,-4.46292851569517,8.08470304579215e-06,3.28803109853011e-05
"SAOUHSC_00744",37,14,20,15,11,14,21.4777651575137,-0.0289831917284902,0.807527141102956,-0.0358912911445969,0.971369040054849,0.976605530836816
"SAOUHSC_00745",6,0,5,1,3,4,4.46178473980869,-0.570392580566762,1.41985360528568,-0.401726331815734,0.687885443400217,0.75686292651073
"SAOUHSC_00746",720,684,484,443,496,54,403.081135827258,1.03861420402515,0.281624170322056,3.68794412367881,0.000226073277537174,0.000685958695754917
"SAOUHSC_00747",578,433,472,197,230,3,260.364572496845,2.18439465036448,0.639932634244169,3.41347594023626,0.000641398216300483,0.00176841683501643
"SAOUHSC_00748",715,542,511,174,199,17,303.36991874542,2.31310492184426,0.299967927285456,7.71117413377019,1.2466542383834e-14,1.92604391504087e-13
"SAOUHSC_00749",1601,1235,1218,585,868,93,790.937713193093,1.49322690507796,0.235015263546188,6.3537443591807,2.10135949050247e-10,1.81077545534718e-09
"SAOUHSC_00751",1267,999,942,1475,1692,185,905.081207329238,0.0565140660541621,0.248465339914296,0.227452513391428,0.820071890352247,0.858543586892429
"SAOUHSC_00752",2012,1405,1303,2403,2354,556,1518.65902787305,-0.31971300465473,0.274229615092634,-1.16585878059426,0.243671546824876,0.328799177653618
"SAOUHSC_00753",223,200,176,394,517,21,193.130782181113,-0.317176222853747,0.475572461024502,-0.666935638305191,0.504813245595195,0.588030818578352
"SAOUHSC_00754",1870,1131,1383,1306,1679,97,994.841172525933,0.770434398039937,0.408879496440282,1.88425784307446,0.0595301067921869,0.0983451976887984
"SAOUHSC_00755",9269,8211,6611,4181,4782,327,4605.52884968538,1.62045035693021,0.376504768035886,4.30393050633494,1.67794315814859e-05,6.38645712234105e-05
"SAOUHSC_00756",4699,4583,3349,3786,4836,1392,3586.1926815499,0.0570569633164067,0.368598769462488,0.154794231678013,0.876983538852134,0.903275747512001
"SAOUHSC_00757",9683,6500,6712,6496,7764,2024,6018.31289113156,0.260906960616394,0.320034008995279,0.815247608950966,0.414930591124519,0.504838664224659
"SAOUHSC_00758",535,339,325,496,660,96,348.872195369891,-0.0638958957048996,0.228839990879433,-0.279216475491664,0.780078700634617,0.828972522326815
"SAOUHSC_00759",412,256,232,527,533,57,273.174147901962,-0.211149014725466,0.30627722852683,-0.689404875906303,0.490568515887418,0.575415271779896
"SAOUHSC_00760",25979,19859,26941,4394,3980,320,11735.6015049102,3.30752660663273,0.404398668769857,8.17887609940436,2.86503512413814e-16,5.19486577022547e-15
"SAOUHSC_00762",2856,2050,2283,4053,5940,664,2470.93944488923,-0.466425440306914,0.231601298408791,-2.01391548109391,0.0440184078922254,0.0754147395056433
"SAOUHSC_00763",2054,1459,1033,2779,2881,891,1789.95320870033,-0.832443734959882,0.372519957473071,-2.23462855683392,0.0254417444500843,0.0466491536230127
"SAOUHSC_00764",4976,3375,3775,3928,2490,331,2635.59220446214,0.967374304780299,0.376483529272512,2.5694996714719,0.0101845488381365,0.02072631100263
"SAOUHSC_00765",662,623,633,229,195,9,330.835639055487,2.43898643821138,0.487568816244242,5.00234296565348,5.66377132320839e-07,2.96354848194331e-06
"SAOUHSC_00766",676,503,512,350,430,67,365.929396871652,1.00206670518056,0.21519162624063,4.65662499366974,3.21435160703348e-06,1.45201938511495e-05
"SAOUHSC_00767",20413,17487,10711,50999,68740,7089,23601.0150822771,-1.26845418281079,0.28894319039402,-4.38997777065121,1.13362248734175e-05,4.45766312417065e-05
"SAOUHSC_00769",41680,32222,25537,44094,54878,14871,33718.3691682191,-0.456952144506947,0.339514720045353,-1.34589788756701,0.178335450196815,0.253889782150428
"SAOUHSC_00770",87,62,82,102,126,42,83.4631213108702,-0.504841673465654,0.436465036704975,-1.15666005524034,0.247411275583056,0.333431001546273
"SAOUHSC_00771",3875,2663,2839,4237,6773,2154,3816.70185645542,-0.872684705796791,0.429610672345698,-2.03133851641041,0.0422206667527887,0.0728606483090094
"SAOUHSC_00772",7,7,6,1,5,1,4.12296936836854,1.50779842158678,0.992042790555999,1.5198925247385,0.128537989523686,0.191341328760744
"SAOUHSC_00773",1269,970,1051,419,610,51,613.169450199078,1.77892532626449,0.295294034873859,6.02425080149144,1.69894745434162e-09,1.31241177612011e-08
"SAOUHSC_00774",613,293,346,1892,2954,146,758.291872802229,-1.72913363554769,0.449827396169802,-3.84399360792817,0.000121048159723715,0.000389232444628843
"SAOUHSC_00775",191,86,97,520,594,23,181.411718259731,-1.32211670909422,0.534762459079434,-2.47234391017308,0.0134230316896425,0.0266521184347198
"SAOUHSC_00776",5795,4203,4293,2389,2560,458,2856.55760566591,1.36510677673345,0.209507314821685,6.51579529762629,7.23055253370276e-11,6.74249023767783e-10
"SAOUHSC_00779",8633,6130,6589,3849,4198,606,4288.25716934331,1.34229484103302,0.207006796257354,6.48430324656711,8.91427688821079e-11,8.19548484335154e-10
"SAOUHSC_00780",35082,25612,28977,15907,15564,5580,19758.8775004546,0.93621118646472,0.395226665594157,2.3687956000066,0.0178461130922388,0.0342367386361759
"SAOUHSC_00781",1925,1895,1092,6335,9499,1594,3314.11580205914,-1.8882476305335,0.293527883451732,-6.43294125358283,1.25158034207218e-10,1.13439686874045e-09
"SAOUHSC_00782",734,707,439,2801,4600,915,1593.10717422054,-2.29049465998785,0.330127659991083,-6.93820887365125,3.97102305335843e-12,4.41206008183782e-11
"SAOUHSC_00783",521,467,335,1611,2526,318,808.914551688637,-1.70278958300318,0.242824895986464,-7.01241763570281,2.34234757602267e-12,2.70613695619256e-11
"SAOUHSC_00784",2356,1909,1469,4911,5838,394,2173.19869418864,-0.722178311923688,0.376836948224359,-1.91642118780168,0.055311506039259,0.0919862052665638
"SAOUHSC_00785",9057,7347,4060,15512,20750,7290,11185.6845079233,-1.51895967940574,0.458463467017151,-3.31315314890492,0.000922504507045457,0.00244038426331883
"SAOUHSC_00786",216,155,92,150,144,120,171.232604936719,-0.67917852289605,0.655648947883806,-1.03588745942198,0.300254648797105,0.390615290487912
"SAOUHSC_00787",3561,3575,2249,5356,8902,898,3355.38145483095,-0.567881447880378,0.290672368576594,-1.95368225284454,0.0507388063986701,0.0854152311456658
"SAOUHSC_00788",11184,12340,7161,26936,35526,16595,21268.8678978793,-1.92415191879773,0.528142688128378,-3.64324255934793,0.000269224911891713,0.000807056538403286
"SAOUHSC_00789",16557,15930,10626,27925,38963,8150,18151.8625629537,-0.9435582830204,0.300273556546261,-3.14232892790555,0.00167609626193624,0.00415601836649147
"SAOUHSC_00790",18711,14848,11070,13485,10543,1380,9768.2235728456,0.907577528310245,0.319592097025863,2.83979965949158,0.00451418744672953,0.0100912186844271
"SAOUHSC_00792",2834,2641,1961,14443,15545,4406,6946.39603193188,-2.45160379007834,0.339590182471521,-7.21930113596243,5.2255423625113e-13,6.85622668769699e-12
"SAOUHSC_00793",6223,6729,4630,24300,44455,15417,19163.6965452853,-2.70088430286281,0.489736941033404,-5.5149695205014,3.48840409605613e-08,2.23505668801325e-07
"SAOUHSC_00794",38595,30429,24578,101822,74445,33439,53073.002402679,-1.56510699931367,0.433938689938611,-3.60674684143763,0.000310059897607716,0.000921008410300053
"SAOUHSC_00795",57751,47745,34629,300818,266923,93834,138437.517940833,-2.56247393415321,0.384246616238409,-6.66882628463619,2.57857242816275e-11,2.55024720073217e-10
"SAOUHSC_00796",14324,10545,8363,85439,81018,21427,35547.6171524024,-2.70265752301723,0.308181112623781,-8.76970525548253,1.79134585002892e-18,4.13911859683674e-17
"SAOUHSC_00797",13992,11600,8864,78207,89158,22237,36180.0072169386,-2.66072241017566,0.303970986930761,-8.7532117359007,2.07365111649674e-18,4.70808962188955e-17
"SAOUHSC_00798",28476,21978,17274,146930,154296,86796,95515.6836628661,-3.14945066746259,0.532828249048168,-5.91081774115524,3.40413524766146e-09,2.53224989505529e-08
"SAOUHSC_00799",39621,31154,21424,153747,148763,104077,110120.783786817,-2.88699655626126,0.588505150617191,-4.90564365194347,9.31214566612063e-07,4.61366457955237e-06
"SAOUHSC_00800",4195,3146,4176,6091,7550,249,3237.52535913857,0.112968639315791,0.547730661278344,0.206248521950796,0.836596787483014,0.872694451505453
"SAOUHSC_00801",9368,8964,7113,8311,13524,5813,9555.19822581895,-0.668733623029467,0.521488387197669,-1.2823557330261,0.199717885323355,0.279755042156266
"SAOUHSC_00802",16247,17010,14691,9156,12617,1992,10489.1166146379,1.01503683733032,0.237727256997311,4.26975370914999,1.95688937141258e-05,7.35170956655863e-05
"SAOUHSC_00803",71159,74358,62657,49148,56244,11343,48420.9782656994,0.757993032008767,0.26194355276111,2.89372662170482,0.00380699458248236,0.00862104323925537
"SAOUHSC_00804",15604,15560,13432,10718,14441,3400,11213.7101271052,0.467369756267423,0.317097358800929,1.47389987111446,0.140508552470299,0.205874203423092
"SAOUHSC_00806",1247,730,1309,330,533,46,595.992221345541,2.03134566773138,0.37115314958107,5.47306595680035,4.42315390657902e-08,2.76950955637358e-07
"SAOUHSC_00807",860,489,636,205,243,51,362.383821156209,1.89403652216314,0.296717184253472,6.38330579648918,1.73305340071981e-10,1.51845719103336e-09
"SAOUHSC_00808",2130,1318,1813,852,933,84,997.228241522791,1.6686266186767,0.336533723940851,4.95827460956031,7.11219865770053e-07,3.61987342987448e-06
"SAOUHSC_00809",9,10,6,6,3,1,5.21768723100861,1.27977315094032,0.864880936886127,1.47971020791364,0.138950600242823,0.204279288983114
"SAOUHSC_00810",171,205,146,494,900,133,300.057099029542,-1.54550748031815,0.319427564975258,-4.83836603280577,1.30910887752703e-06,6.30642671443372e-06
"SAOUHSC_00811",798,757,654,1570,2936,489,1080.72433958649,-1.23849038298477,0.298841947015853,-4.14429900270683,3.40854769055744e-05,0.000121580847268381
"SAOUHSC_00812",115352,117854,73935,122766,112151,130580,151062.993937184,-1.26897572376232,0.717507648215111,-1.76858842817782,0.0769625832784636,0.123130701556414
"SAOUHSC_00816",686,502,412,1811,1530,163,680.570768598737,-0.993817375793721,0.338768553482551,-2.93361755563569,0.00335036753322823,0.00770053664547439
"SAOUHSC_00817",438,360,222,951,858,257,495.518472684367,-1.26551439970313,0.367019212345224,-3.44808761267997,0.00056457087246593,0.00157825968737531
"SAOUHSC_00818",254,114,160,46,56,5,88.2170588932879,2.37048351521412,0.394570031859055,6.0077637017828,1.88099714029926e-09,1.44875620451958e-08
"SAOUHSC_00819",52904,38229,33079,91446,61377,14237,42904.3704586261,-0.504991477909715,0.312153501472797,-1.61776650118314,0.105712928230906,0.161981488034563
"SAOUHSC_00820",1790,1595,1331,3057,2726,276,1459.43937226795,-0.193049843534774,0.331536782986316,-0.58228785896961,0.560372802013724,0.640601307380838
"SAOUHSC_00821",893,895,644,1789,1629,206,838.337613565718,-0.469613592076437,0.295605459456056,-1.58864992866023,0.112139449244472,0.17062709905438
"SAOUHSC_00822",397,316,221,881,1174,312,539.332707155514,-1.6010005377811,0.359535485480092,-4.45296946320408,8.46908031385241e-06,3.42833623247576e-05
"SAOUHSC_00823",953,728,909,2273,1922,225,958.669131821988,-0.62517165044267,0.333405884576957,-1.87510682733126,0.0607780284937689,0.100120777537685
"SAOUHSC_00824",911,678,752,2070,2725,313,1025.70624049808,-1.02349991079035,0.232194425706074,-4.40794350543954,1.04356755318953e-05,4.12841648693616e-05
"SAOUHSC_00825",909,687,705,440,401,41,445.673134328773,1.52429548183606,0.318393094363945,4.78746401482465,1.68902010720274e-06,7.98918749983036e-06
"SAOUHSC_00826",4192,4443,2817,14950,14473,943,5307.35848413166,-1.1410578532259,0.436269274815989,-2.61548983413324,0.0089099573527066,0.0184049831075292
"SAOUHSC_00827",7094,5363,6416,1550,1307,449,3327.00259123494,2.243481743323,0.377552880102033,5.94216561853985,2.81281014300424e-09,2.12876732851712e-08
